AGO1_label,AGO1,AGO2_label,AGO2,AGO3_label,AGO3,ALKBH5_label,ALKBH5,AUF1_label,AUF1,DGCR8_label,DGCR8,EIF4A3_label,EIF4A3,EWSR1_label,EWSR1,FMRP_label,FMRP,FOX2_label,FOX2,FUS_label,FUS,FXR1_label,FXR1,FXR2_label,FXR2,HNRNPC_label,HNRNPC,HUR_label,HUR,IGF2BP1_label,IGF2BP1,IGF2BP2_label,IGF2BP2,IGF2BP3_label,IGF2BP3,LIN28A_label,LIN28A,LIN28B_label,LIN28B,MOV10_label,MOV10,PTB_label,PTB,PUM2_label,PUM2,QKI_label,QKI,SFRS1_label,SFRS1,TAF15_label,TAF15,TDP43_label,TDP43,TIA1_label,TIA1,TIAL1_label,TIAL1,TNRC6_label,TNRC6,U2AF65_label,U2AF65,WTAP_label,WTAP,ZC3H7B_label,ZC3H7B,C17ORF85_label,C17ORF85,C22ORF28_label,C22ORF28,CAPRIN1_label,CAPRIN1,METTL3_label,METTL3
1,0.166688591,1,0.261467248,0,0.84756875,0,0.01226611,1,0.923536956,0,0.158957958,0,0.444859594,0,8.27E-05,1,0.588869452,0,0.0015541,0,0.017592002,0,2.01E-05,0,0.005390959,1,0.323909163,0,0.001084216,0,0.081708178,1,0.608337522,1,0.57678169,1,0.004644369,0,0.051592443,0,4.19E-05,0,0.010084203,0,1.97E-07,0,1.77E-07,0,0.002930126,1,0.776428103,1,0.603517294,0,1.13E-09,1,0.878327608,1,0.643100381,1,0.819764495,1,0.839390993,1,0.603871882,1,0.844138563,1,0.647124171,1,0.831508636,1,0.832036495
1,0.790641904,0,0.005106517,1,0.494903892,0,0.007789732,1,0.118870467,1,0.640832305,1,0.42842856,1,0.835064113,0,0.123724304,1,0.842900813,1,0.621514022,0,0.000133201,0,0.493538976,0,3.30E-06,1,0.675616682,0,0.024929741,1,0.743037224,0,0.123913646,0,0.018426603,0,0.347702414,0,0.007906961,1,0.50393647,0,0.000321225,1,0.857110918,0,0.788453221,0,0.001958898,0,0.50084424,1,0.0017202,1,0.810550869,0,0.455183417,0,0.076485477,0,0.000217351,1,0.643174767,0,0.001244069,1,0.924238026,1,0.859698892,1,0.63144362
1,0.367681175,0,0.030989125,0,0.285185844,0,1.70E-05,0,2.99E-09,1,0.663564205,1,0.620788813,1,0.875631273,1,0.624660015,0,0.760213137,1,0.45607546,0,5.93E-07,1,0.860258877,1,0.916178226,1,0.695110381,1,0.583333313,1,0.310802311,1,0.611770332,1,0.815558314,1,0.741874814,0,1.42E-07,1,0.621760607,0,2.34E-05,1,0.925872862,0,0.629416406,0,1.49E-07,1,0.863487184,1,0.915860713,1,0.772314429,1,0.818818152,1,0.758800328,0,0.802922249,1,0.150186181,0,1.25E-06,1,0.905967414,0,3.44E-06,0,0.025713701
1,0.687842011,0,0.439440936,1,0.156831622,0,0.188732579,0,7.22E-08,1,9.79E-05,0,0.51197964,1,0.913254678,0,1.44E-05,0,0.452659428,1,0.541996896,0,0.005289498,0,0.000170817,0,0.87346828,0,0.000425097,1,0.42365545,1,0.405509531,0,0.091095075,0,0.729479492,0,0.708661556,0,0.033850964,0,4.17E-08,0,0.000800496,1,0.879955947,0,0.027990598,1,0.96018219,0,0.261117488,1,0.904876053,1,0.813977361,1,0.922344983,1,0.774589598,0,1.65E-05,1,0.381305486,0,0.000184449,1,0.894633234,1,0.849207044,1,0.822939336
1,0.764591455,1,0.633141577,0,0.004118607,1,0.004592358,0,7.04E-08,0,2.67E-06,0,0.536038935,0,0.007191766,0,0.041542292,1,0.844659626,0,0.002275059,1,0.492156297,0,8.42E-08,0,0.263642013,0,0.361916989,0,0.453352779,0,0.03047323,1,0.719250858,0,0.669996619,1,0.590810895,1,0.65194428,1,0.637122989,1,0.735255003,1,0.862116098,1,0.896604359,1,0.961308479,1,0.827122808,1,0.874928117,0,0.321540058,0,0.017133774,1,0.771711767,0,0.104503885,0,0.27646929,1,0.923532546,0,4.89E-06,1,0.798071384,1,0.001968649
1,0.768917024,0,0.454191327,0,0.520060778,0,0.09056028,1,0.956519842,1,0.001052943,0,0.252585888,1,0.861803293,0,0.000183346,1,0.104202315,0,0.013701695,0,0.000349679,0,0.0388989,1,0.940836906,0,0.240835592,0,0.235869125,0,3.37E-05,0,0.006968434,1,0.798954248,0,0.691805363,1,0.620122492,0,0.212661862,0,2.09E-07,0,2.03E-07,0,4.44E-06,0,0.003229207,1,0.558166742,1,0.839732826,1,0.878735662,0,0.131799802,1,0.814132333,0,0.660998046,1,0.531439424,1,0.929430425,0,0.002329084,0,0.000549004,1,0.713135958
0,0.004061398,0,0.032571997,1,0.931989253,0,0.67650795,1,0.960439205,0,0.100264229,0,0.597860396,1,0.814475358,1,0.758305192,0,0.148071945,0,0.01333293,0,0.03932431,0,0.216832504,0,0.001416283,0,0.268099338,1,0.661583602,1,0.205063626,0,0.585527301,1,0.620216072,1,0.479275972,1,0.232362241,1,0.359888434,1,0.901118219,0,0.000434285,1,0.936044455,0,0.064525992,1,0.002382773,1,0.887840688,1,0.787149966,1,0.800566673,1,0.815426171,0,0.292174876,1,0.725759327,1,0.886633158,0,0.011064015,1,0.793054461,1,0.618097782
0,0.018831335,1,0.340215862,1,0.58244431,1,0.838282108,0,8.99E-09,0,0.004177376,0,0.045692615,0,0.080941528,0,0.005768042,1,0.84228909,0,0.214361787,1,0.958640814,1,0.9419384,1,0.940633237,1,0.019522324,0,0.004635917,1,0.700228512,1,0.638676345,1,0.769010961,1,0.235393971,1,0.6923998,0,0.000907124,0,0.013444042,1,0.802673399,0,0.394757569,1,0.941741288,0,0.833398819,1,0.869307399,1,0.922165692,0,0.135533348,0,0.000483921,0,0.000352994,0,0.146626309,0,0.004434308,0,0.066812977,0,0.835549891,0,0.000383433
0,0.000272181,0,0.007824358,0,0.338112086,0,0.005312246,1,0.955243528,0,0.192547217,1,0.433706582,0,0.525060713,0,0.14604722,0,0.056342341,0,0.007146264,0,5.20E-05,1,0.799486101,0,0.632301033,0,5.12E-05,1,0.569012761,0,0.242209941,0,0.416341096,0,0.511333764,1,0.6325863,0,0.015145361,1,0.802834392,1,0.820829332,1,0.856330097,0,0.00022881,0,0.361720771,1,0.860420704,1,0.334003508,1,0.884058177,1,0.879509389,0,0.080235228,1,0.830964327,1,0.681200087,1,0.939723194,1,0.002849441,1,0.276428223,1,0.171417132
0,0.084041074,0,0.401856989,1,0.913603544,1,0.882359862,1,0.945128024,0,0.007710638,0,0.643656492,0,0.001409839,0,0.028474873,1,0.794729769,0,0.001503012,0,2.91E-07,1,0.959267259,1,0.931642354,1,0.587543666,1,0.671409845,1,0.720263243,1,0.594276428,0,0.000816585,1,0.787361383,0,0.098553859,1,0.338830143,0,8.69E-08,1,0.887190044,1,0.923438549,0,0.032589637,0,0.000281541,0,5.33E-05,0,0.458263636,1,0.844692349,0,0.001962704,1,0.889244139,1,0.163189843,0,2.16E-07,0,0.040867105,0,0.360580593,0,0.004708239
0,0.056102019,0,0.302211136,1,0.851394713,1,0.858840168,0,3.33E-06,0,0.03951735,1,0.698600292,0,6.78E-06,1,0.74484551,1,0.857464731,0,0.010161755,0,6.40E-08,1,0.943961561,1,0.9453125,0,0.025091007,0,0.495478719,1,0.753865957,0,0.201287463,0,0.352630824,1,0.784098983,1,0.526059747,0,0.001270045,0,4.95E-05,0,0.113817506,1,0.747563004,0,1.34E-05,0,0.426948756,0,0.002573192,1,0.858857095,1,0.77662158,0,0.00159702,1,6.70E-05,0,0.503213584,0,4.50E-05,1,0.000753915,1,0.574235916,1,0.465097189
0,0.621545732,0,0.370686889,1,0.904486418,0,0.004363224,1,0.928086579,0,0.094858326,1,0.309728801,0,4.82E-07,0,0.043535974,0,0.133500621,0,0.065112367,1,0.949695945,1,0.6434201,0,1.48E-06,1,0.338986009,0,0.356858909,0,0.028651653,1,0.19539921,1,0.497903228,0,0.002169681,1,0.283027261,0,0.462524652,0,6.16E-09,0,0.077107973,0,5.26E-07,1,0.943211436,0,0.005950267,0,1.85E-08,0,0.060693592,0,0.001385679,0,2.31E-06,1,0.939740598,0,0.089111127,1,0.870432854,1,1.69E-10,0,0.443334073,1,0.872013271
1,0.56191361,1,0.635789037,1,0.908182979,0,0.030943297,0,1.38E-06,0,0.079675846,0,0.413640738,0,0.004102391,0,0.03224007,1,0.864617348,1,0.68223542,0,6.02E-07,0,0.360914469,1,0.93841368,0,0.606414378,1,0.690885007,1,0.211009219,1,0.686003983,0,0.213382408,1,0.765407562,0,0.129951447,1,0.28297022,1,0.810940802,1,0.853058159,0,1.33E-06,0,1.04E-05,1,0.022690689,1,0.134406358,0,0.023096252,1,0.708379745,1,0.841803551,1,0.905508637,1,0.705641031,0,0.038820572,0,0.142018169,1,0.650861621,1,0.719823062
0,0.009949723,0,0.464478999,0,0.769384444,1,0.815031946,1,0.968828738,1,0.348031074,0,0.138399988,0,0.000211006,1,0.419384956,1,0.754395902,1,0.673211992,1,0.956114829,1,0.857738078,1,0.945397675,0,0.027554585,1,0.640839159,0,0.040274914,0,0.679657936,0,0.276771545,0,0.469441682,0,2.38E-07,0,0.522011459,0,0.000200659,1,0.743819058,0,0.323497951,0,0.000818208,1,0.001932026,1,0.824532568,0,0.022592567,0,0.303205192,0,0.000597157,0,2.90E-06,0,0.16827409,1,0.923845232,0,1.15E-07,1,0.889534831,1,0.109351277
1,0.705274343,0,0.071789287,1,0.86664319,0,0.090211593,1,0.95030266,1,0.722978652,0,0.444400012,0,0.001285791,0,0.007399789,1,0.788357377,0,0.0046564,1,0.940563083,1,0.742114782,1,0.882424891,1,0.000397552,0,0.617346108,0,0.018769739,0,0.111895107,1,0.635211766,1,0.708972394,1,0.527417243,0,0.567852318,0,5.15E-05,0,1.84E-07,1,0.855038047,1,0.938661933,0,0.004287991,0,4.80E-07,1,0.172624007,1,0.850577056,0,1.39E-06,0,0.246435598,0,0.002979334,1,0.82439965,1,6.47E-06,0,0.072545573,0,0.001459929
1,0.703301251,0,0.607044518,1,0.534273803,0,0.288053989,1,0.946472943,1,0.569423616,0,0.487087578,1,0.005378617,0,0.024294082,0,0.180038095,1,0.181494355,0,0.000250811,1,0.924298525,0,0.001625483,0,0.723849177,1,0.287926257,1,0.749048829,1,0.458000481,0,0.050658412,1,0.767591596,1,0.35386923,1,0.629454911,0,0.000189924,1,0.542044342,0,2.15E-09,0,0.000100135,1,0.068274982,1,0.881585956,1,0.85251087,0,0.308920324,0,6.68E-08,1,0.909539938,0,0.342182606,1,0.000484321,1,0.783370733,0,0.001719525,0,0.259222001
0,0.350809872,1,0.460700184,1,0.838514864,0,0.000862673,0,6.55E-08,0,0.074523062,0,0.022839071,0,0.009814702,0,0.011261676,1,0.867486179,0,0.010304614,1,0.963392079,1,0.860931695,0,7.93E-07,1,0.222360566,1,0.686183095,0,4.08E-06,0,0.008975159,1,0.602053881,1,0.771810412,0,5.63E-07,0,0.655623317,1,0.808977962,0,0.000775755,0,2.12E-06,1,0.787963092,1,0.650961161,1,0.897959054,1,0.750004053,1,0.69423604,0,5.43E-05,1,0.868534386,1,0.759925783,0,0.005593549,0,0.462500364,0,0.717935562,1,0.569607854
0,0.004214296,0,0.287100911,1,0.896576762,0,0.040570308,1,0.960295439,1,0.780010998,0,0.039458752,0,0.009857505,1,0.708591223,1,0.828743577,1,0.623748422,0,0.000460804,1,0.484665334,1,0.918163359,0,0.01793628,0,0.654307842,0,0.016670186,0,0.413271666,1,0.621159732,0,0.112607151,0,0.180411533,0,0.24499771,0,0.006502648,1,0.602867961,0,4.18E-05,1,0.939507723,0,0.000130059,0,0.311321616,1,0.729783475,0,0.089669719,1,0.842620492,0,0.222296283,0,0.149404094,0,0.001659625,0,0.928971827,0,0.184393317,1,0.717296362
0,0.025192721,1,0.621739864,0,0.724324167,1,0.747603655,0,0.000837254,0,0.133090004,1,0.572855115,0,0.047245622,0,0.003642849,0,0.021345228,1,0.725356281,1,0.942322612,1,0.880712509,0,0.002795429,1,0.401288271,0,0.703990161,0,0.003526913,0,0.338728458,1,0.676521838,0,0.545936763,1,0.665878356,1,0.401347607,0,4.19E-09,1,0.894297659,1,0.890709341,0,0.001148103,1,0.814247251,0,0.019559275,1,0.82225889,0,0.729713261,0,0.56378746,0,0.570157945,0,0.329879701,0,4.02E-05,1,0.934728563,0,0.03147069,1,0.721416652
0,0.152791187,1,0.627253175,0,0.104778759,0,0.004347557,0,1.49E-05,1,0.210294783,1,0.199518308,0,0.042881042,0,0.000841017,1,0.315466195,1,0.250323176,0,2.79E-05,0,1.34E-06,1,0.888000607,1,0.390405715,0,0.122573741,1,0.706603825,1,0.681124449,1,0.692426741,0,0.114159636,0,0.009255132,0,0.013265438,0,0.019349368,1,0.734717548,0,4.92E-05,0,0.089555122,0,0.01607734,1,0.845858335,0,0.0540758,1,0.850561738,0,0.029325765,0,0.000738162,1,0.263921469,0,0.221399739,1,0.66064316,0,0.610717297,1,0.479729205
0,0.021144576,1,0.632050753,0,0.018639682,1,0.057589866,1,0.963715374,0,0.120493479,0,0.10368602,1,0.838795662,0,0.024586698,1,0.84149617,0,0.299099177,1,0.954974234,0,0.000528751,0,2.44E-06,0,0.010688101,0,0.426216334,0,0.544184685,1,0.130386993,1,0.53696245,1,0.56700772,1,0.369259387,0,0.453966588,1,0.801908374,1,0.854616523,1,0.767539442,0,4.11E-05,1,0.614592791,1,0.792653859,0,0.003234447,0,9.93E-08,1,0.838227034,0,0.008563854,1,0.27864024,1,0.80261153,0,0.023594046,1,0.610118389,1,0.377316713
1,0.811217785,1,0.682885647,1,0.894201159,0,0.035059031,0,6.88E-06,1,0.775250256,0,0.09904886,1,0.839114308,0,0.000251158,0,0.054143626,0,0.002173698,0,0.000710322,0,6.80E-05,1,0.930382073,0,0.591873407,0,0.353140652,0,1.54E-05,1,0.626498759,1,0.599461794,0,0.01821425,1,0.558656096,0,0.319477439,0,1.93E-06,0,0.000475134,0,1.01E-05,1,0.974463582,1,0.561262667,1,0.885411978,1,0.897498548,0,0.05565878,0,0.011806648,0,0.140713483,1,0.643508315,1,0.863389194,1,0.055537712,0,4.47E-07,0,0.000122431
1,0.733617425,1,0.64343214,1,0.912730873,0,0.026439728,0,8.02E-07,1,0.834400892,0,0.348531276,1,0.755536795,1,0.704368651,1,0.845098674,1,0.679504573,1,0.947867572,1,0.627905965,0,3.61E-05,1,0.711760521,0,0.235787705,1,0.640445828,1,0.591143847,0,0.625813603,1,0.289123058,0,0.14861536,1,0.459455758,1,0.445518821,1,0.866369069,1,0.905650258,1,0.939254344,1,0.845073044,0,1.61E-08,0,0.007575366,1,0.845023334,0,0.001505823,1,0.306664973,1,0.184575737,0,0.492757171,0,2.81E-09,0,0.345779687,1,0.258173108
1,0.67831111,0,0.021506788,1,0.832428634,0,0.007465027,1,0.925859928,0,0.189478084,0,0.08203426,0,0.814673722,1,0.514669895,1,0.805830777,1,0.693666816,0,3.68E-07,1,0.91194886,0,3.40E-05,1,0.574317932,1,0.605860353,1,0.787480295,0,0.689837575,0,0.584458709,1,0.811090767,1,0.525359154,1,0.68655628,1,0.871288359,1,0.801295936,1,0.731798649,0,4.48E-05,1,0.811854482,1,0.659328759,1,0.810735226,1,0.846202493,0,1.77E-06,1,0.000249595,0,0.238537624,0,0.004277432,1,0.87178719,0,0.012764839,0,0.138155416
1,0.723424256,1,0.480517,1,0.925731063,1,0.849396944,1,0.926374137,1,0.733826101,0,0.011321304,0,0.000463941,1,0.67742008,0,0.032872368,0,0.135813758,1,0.932057261,0,1.54E-08,1,0.80013001,1,0.391263545,0,0.187238798,1,0.400223643,1,0.648052275,0,0.008419551,1,0.851814926,1,0.589591503,1,0.323952496,0,0.005475008,1,0.054192424,0,6.25E-07,0,4.11E-10,1,0.894061863,1,0.080472231,1,0.871415913,1,0.836796224,1,0.792582691,1,0.885229528,1,0.239537299,1,0.858868539,1,0.778185129,1,0.39832142,1,0.38839367
0,0.236064881,1,0.322538972,0,0.326146156,0,0.000622556,0,7.54E-08,0,0.014187191,1,0.417004704,0,0.079899177,0,0.242305055,0,0.328520894,0,1.53E-06,0,0.0014555,1,0.764096677,1,0.891331971,0,0.058127966,1,0.564970493,0,0.005397313,0,0.039033074,0,0.145146355,0,0.003368801,1,0.520693123,0,0.011008435,0,2.27E-07,0,9.66E-05,0,0.294643581,1,0.963713706,1,0.051475666,1,0.005329349,1,0.779992819,1,0.829452991,1,0.024115006,1,0.946405828,1,0.733757257,0,0.001118044,0,7.62E-15,0,0.001723707,1,0.840334535
1,0.809487462,0,0.044022322,0,0.00408851,0,1.02E-06,0,3.65E-10,1,0.749780774,1,0.668992341,0,0.00026729,1,0.586727023,0,0.051489949,1,0.328825861,1,0.742890537,1,0.683434546,1,0.944318116,0,0.006917673,0,0.001510935,0,0.021268653,0,0.452203929,0,0.000150256,0,0.071740054,1,0.252524525,0,0.003645031,1,0.866749644,1,0.828289926,0,6.11E-09,0,0.000109526,1,0.845885277,1,0.91646266,0,0.20186168,1,0.880251288,1,0.805124342,0,0.335036337,0,0.259717256,1,0.902710557,1,1.29E-05,1,0.869873524,0,0.468189776
1,0.754678249,0,0.216728479,0,0.282152653,0,0.28039822,1,0.948272943,1,0.806253552,0,0.383504689,0,0.007632217,1,0.547232926,1,0.805069625,1,0.535263002,0,7.78E-10,0,2.04E-09,0,0.003932108,0,0.02098689,1,0.649044394,1,0.419279397,0,0.003384143,1,0.72888732,1,0.006941257,0,0.042063929,0,0.304424196,1,0.892950416,1,0.830927968,1,0.706489563,0,6.58E-06,1,0.288850546,1,0.713610351,1,0.830349267,0,2.24E-07,0,0.378017336,1,0.903662324,0,0.54020834,0,0.019041199,1,0.259324253,1,0.846831381,0,0.056759104
1,0.525853455,0,0.000672925,0,0.061184436,1,0.218699813,0,8.31E-06,1,0.811940193,0,0.281469643,1,0.735599875,1,0.664430499,0,6.26E-06,0,0.000113838,1,0.710605085,0,5.94E-05,0,2.25E-08,0,0.234112263,0,0.010549121,0,0.000138866,0,0.076753072,0,0.175182834,0,0.268030196,0,0.111529537,1,0.636752307,1,0.874152541,1,0.858142614,0,0.145762905,0,1.12E-07,1,0.823888004,1,0.897290945,0,0.610011697,0,0.002170851,1,0.488811612,0,0.001013722,1,0.619245589,1,0.492780894,0,0.000157382,0,0.123383634,1,0.196937785
0,0.010800412,1,0.573730767,1,0.543222129,0,0.001280447,0,7.27E-08,1,0.448190629,1,0.623677075,0,0.007322488,1,0.638087988,1,0.756488025,1,0.673863649,1,0.959066451,1,0.908803403,0,7.71E-09,1,0.659157336,0,0.050787527,1,0.766514897,1,0.681170762,0,0.302044272,0,0.616836727,1,0.431254894,0,0.000526583,1,0.026506938,0,0.002174766,0,0.245685458,1,0.864046752,0,0.018215323,1,0.862647951,0,0.545457959,1,0.903222501,1,0.768777907,1,0.873041749,0,0.546752632,0,0.021387612,0,1.01E-08,0,0.815772414,1,0.674859047
0,0.000310104,0,0.544990718,0,0.375537544,0,0.098308563,1,0.927351296,1,0.408858389,0,0.074621193,1,0.851761401,0,0.049736451,1,0.86952424,1,0.707746029,0,4.22E-06,0,0.00459628,1,0.883824706,0,0.596800804,0,0.605548561,1,0.684243381,0,0.258934021,0,0.683767617,1,0.773746669,0,4.73E-05,1,0.646697223,0,7.50E-07,0,4.30E-05,1,0.166251808,1,0.605625451,1,0.831844926,0,0.004045763,0,0.76756984,0,0.083146162,0,0.105551779,1,0.842968643,0,0.093487002,0,0.000226678,1,2.11E-05,1,0.790108979,0,0.009158936
0,0.621900558,0,0.536003232,0,0.073621698,1,0.821506917,0,8.79E-05,0,0.678114235,0,0.542010844,0,1.23E-07,1,0.712119102,1,0.807535172,0,0.442934066,1,0.96934557,1,0.921448231,0,4.38E-06,1,0.119174995,0,0.014063678,0,0.003256614,0,0.391202122,0,0.282785445,0,0.00028351,1,0.567750394,1,0.666044116,0,1.59E-07,0,0.031432193,1,0.85807389,1,0.969909132,1,0.818800926,0,0.000103054,1,0.82237649,1,0.769324839,1,0.000902114,0,0.560046017,1,0.573030472,1,0.83440268,1,0.210427418,0,0.151514977,1,0.891864598
1,0.651928425,1,0.555097997,0,0.000332162,1,0.622636259,0,2.18E-07,0,0.759373903,0,0.00020615,0,0.010811371,0,0.000946453,1,0.373486429,1,0.71564424,0,2.91E-09,1,0.885680139,1,0.744888186,0,0.013034457,1,0.188778266,0,2.56E-06,1,0.633372426,0,0.100841068,1,0.792664945,1,0.680116534,0,0.314961135,0,0.01531494,0,0.51898551,0,0.587477207,1,0.955542088,1,0.573683262,0,0.000142891,0,0.008452797,1,0.525012851,0,1.08E-08,1,0.577714264,1,0.495516181,0,0.000404044,0,1.20E-10,1,0.656215191,1,0.791891932
1,0.604158461,0,0.147281989,0,4.28E-07,0,0.537058473,1,0.972803712,1,0.815068662,1,0.577410758,1,0.874751031,1,0.640122116,1,0.759040534,0,0.003258277,1,0.939504921,1,0.893552005,0,0.000337528,0,0.010180946,0,0.001379151,0,0.402071595,1,0.620164156,0,0.676524997,1,0.797289789,0,0.002056339,1,0.789745092,0,0.023775697,1,0.836906075,0,0.003862407,1,0.915957391,1,0.899946868,1,0.117593013,1,0.835242808,1,0.717505336,1,0.658835471,1,0.84564209,1,0.690892696,1,0.860935271,1,0.681119978,0,0.001912915,0,0.673982322
1,0.747197926,1,0.683230281,0,0.603850663,1,0.831859231,1,0.926932037,1,0.713209629,1,0.401512325,0,0.259186357,0,0.029197089,1,0.775128245,1,0.388866663,1,0.93729049,1,0.891932905,1,0.930775166,1,0.291500181,1,0.586452127,1,0.705478787,0,0.000424323,0,0.085202485,0,2.34E-05,0,0.292497158,0,0.510256231,1,0.76023829,0,0.000126288,0,5.74E-07,1,0.954735518,0,0.000105004,1,0.771565974,0,3.45E-05,0,0.230864763,0,0.005271642,1,0.794619262,0,0.598232627,0,0.15098837,1,0.454687923,0,0.465131193,0,0.483128488
1,0.773019195,1,0.647685587,0,0.408955723,0,0.07849963,1,0.967941761,1,0.727530658,0,0.559738517,0,0.070902206,0,0.133028477,0,0.309271514,0,0.249621481,0,0.002090182,1,0.83477217,0,1.31E-11,1,0.655402482,0,0.05857712,0,0.037467569,0,0.151198432,0,0.013767956,0,0.13409175,1,0.381786048,1,0.339431524,0,6.44E-07,1,0.854746819,0,7.32E-10,0,1.14E-05,0,0.001027778,1,0.540868282,0,0.001017374,0,0.173976839,0,0.000615485,1,0.847948015,0,0.61994803,1,0.913374901,1,0.528015196,0,1.88E-06,0,9.24E-05
1,0.703271449,0,0.178822413,0,0.00027689,1,4.56E-07,0,1.87E-08,1,0.704958797,1,0.620912969,0,7.94E-09,1,0.635094225,1,0.802310407,1,0.678541541,1,0.949078083,1,0.931061506,1,0.943183064,0,0.522926748,0,0.223898113,0,6.59E-07,0,0.505420506,1,0.702288628,0,0.130261004,1,0.77257508,1,0.601047456,1,0.813207984,0,0.00013243,1,0.918148041,0,9.75E-09,0,8.82E-05,0,3.81E-06,1,0.807618499,1,0.344148368,0,0.000161246,1,0.056507867,0,0.010513182,1,0.889775455,1,0.117491238,0,0.077712774,0,0.041795842
1,0.038573161,1,0.588084698,1,0.310305595,0,0.143638909,1,0.9366799,1,0.843502045,1,0.561502218,1,0.556978941,0,0.013975753,0,3.58E-07,1,0.509958744,1,0.960575759,1,0.92375505,1,0.94744277,1,0.356916875,0,0.132582977,1,0.717723429,1,0.674314559,0,0.104211815,0,0.096023507,1,0.037776016,1,0.396487236,1,0.910301626,1,0.8460657,0,4.85E-09,0,0.005884032,0,8.34E-05,1,0.269292891,0,0.002271724,0,0.358770162,1,0.896238267,0,0.180145055,1,0.183286279,0,0.314605534,0,0.089631304,1,0.52987498,1,0.405783653
1,0.7067312,0,0.199784979,0,0.731752813,1,0.777101219,0,0.003062794,0,0.019605735,1,0.541502357,1,0.644559085,0,0.12604782,0,0.582223177,0,0.083646841,0,0.00094176,0,0.592978299,1,0.931921422,1,0.348958075,1,0.758144081,0,0.518166363,0,0.621830761,1,0.711813748,0,0.001509046,0,0.001079984,1,0.634643316,1,0.933606863,1,1.99E-09,0,0.00729744,1,0.923110068,0,0.000664101,0,2.08E-06,1,0.805778265,0,0.000585865,1,0.753066301,1,0.624363422,1,0.556424558,0,0.06647034,0,5.26E-06,1,0.765592217,0,0.026933819
1,0.612725437,1,0.195360124,0,1.00E-06,1,0.82229954,1,0.957983017,1,0.808537126,1,0.470529675,0,0.000958334,0,0.039293151,1,0.826420128,0,0.513876438,0,0.000279337,0,0.432064861,1,0.939161181,0,0.030832516,0,0.008791471,0,0.008793951,1,0.629896939,0,0.010917873,1,0.610722601,0,2.96E-05,0,0.025890296,0,0.003826284,0,0.002020401,1,0.726690888,1,0.729973078,0,0.006717251,1,0.768075109,1,0.740517914,1,0.73945415,1,0.634087324,1,0.206729338,0,1.93E-06,0,0.091709524,1,0.000409151,1,0.807076395,1,0.460543305
1,0.096972287,0,0.050828062,1,0.899536133,1,0.100712627,1,0.919863284,1,0.164331257,1,0.674722433,0,0.028907439,0,9.61E-05,0,0.002845548,1,0.063105494,0,0.021882381,0,0.059693493,1,0.903679729,1,0.47114262,1,0.505362749,0,0.025269801,0,0.002468492,1,0.653600276,1,0.732034683,0,0.048165768,1,0.496526062,1,0.607910156,0,0.15209347,0,0.756236196,1,0.964050829,0,0.000999944,1,0.303221107,0,0.408927709,0,0.627845466,1,0.804035127,1,0.883103788,1,0.681715548,0,0.493658572,0,0.001457025,0,0.008192837,0,0.210922986
1,0.712031484,1,0.259772241,0,0.522040129,1,0.795429945,1,0.95040679,0,0.822490513,1,0.363878101,1,0.804484367,1,0.038101606,1,0.8560853,1,0.03809718,1,0.949236035,0,0.41435793,1,0.912932336,1,0.708601236,1,0.583137751,1,0.791107118,0,0.083562739,0,0.100128286,0,0.151020229,0,3.51E-09,1,0.707673311,1,0.038293239,1,0.882754862,0,2.70E-09,0,0.016778897,0,0.076989859,0,2.34E-07,0,0.000247042,1,0.86923039,1,0.268277735,0,0.109913222,0,0.469474047,1,0.874961555,0,0.163239792,1,0.815831006,1,0.892596185
0,0.156109706,0,0.567762315,0,0.364860803,0,6.97E-06,0,4.78E-07,1,0.678904355,0,0.363778144,1,0.723074138,0,0.139853045,1,0.708991528,1,0.396701276,0,0.002319049,1,0.899279118,1,0.908169389,1,0.197796851,1,0.3718476,1,0.667319119,1,0.006457711,0,0.472396791,0,0.485734284,1,0.000283515,1,0.714526832,1,0.881056964,0,0.049992558,0,3.71E-05,1,0.935829282,0,0.0011209,0,6.69E-05,1,0.832939446,0,0.055289645,0,0.393880427,0,0.421462417,1,0.489147604,1,0.854646385,1,0.93775332,0,0.133928418,1,0.76384443
1,0.737068117,1,0.359115988,1,0.948761046,0,0.012084435,0,6.75E-07,0,0.545063019,1,0.372011185,1,0.853664756,1,0.684127331,0,0.559185922,1,0.254540861,1,0.955386817,0,0.058695666,0,0.725694716,0,0.006772455,0,0.135422572,0,0.369208127,1,0.575897396,0,0.301193267,0,0.000257299,1,0.274809569,0,0.052690759,1,0.886582017,0,0.011971022,0,3.74E-06,0,0.003108168,1,0.000259929,1,0.892273545,0,0.000653698,0,0.004641039,1,0.248448715,0,0.221491173,0,0.680879295,0,3.85E-06,0,0.006416601,0,0.148894414,1,0.33402586
1,0.769376338,1,0.622881174,0,0.564673364,1,0.843814611,1,0.493183076,1,0.610842586,1,0.537614644,1,0.871962547,1,0.00538558,0,0.426984757,0,0.429740697,0,0.006057958,0,0.050608914,1,0.900360703,0,0.333751887,1,0.7699036,0,0.742024899,1,0.561473429,0,0.607209802,1,0.758313775,1,0.697859764,0,0.586636662,1,0.888547003,0,1.51E-06,0,2.40E-09,1,0.931269646,0,0.316966832,0,0.026952641,1,0.795263946,0,0.098672546,1,0.660090268,0,0.105307467,0,0.497507989,1,0.897258401,0,1.98E-05,0,0.816367507,1,0.479139149
